belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,actor,director
,0.0,"[{'id': 18, 'name': 'Drama'}]",125717,he,"Is today's fanaticism tomorrow's policy? In a West Bank settlement, Rabbi Meltzer has a grand design: he's building a movement ""to pray at the Temple Mount."" His yeshiva has scholars, and the settlement is getting its own military company to be commanded by Menachem, a disciple of the rabbi. He also wants his daughter, Michal, to marry Pini, the yeshiva's best scholar. Michal has no interest in Pini, but she is attracted to Menachem. When she rebuffs Pini, he hatches a bold and secret plan. Is jealousy the motivation or something else? Meanwhile, the army and Moussad are closely watching the rabbi's activities and Menachem's military training. Who is trustworthy?",0.167601,"[{'name': 'Israel Film Fund', 'id': 22231}, {'name': 'Yes Productions', 'id': 84848}, {'name': 'Cinema Factory Production Ltd.', 'id': 84849}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}]",2000-11-30,0.0,102.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,Time of Favor,7.5,2.0,2000,0.0,"['Aki Avni', 'Tinkerbell', 'Idan Alterman']",Joseph Cedar
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",20678,en,"Darryl is a childlike man with a genius for inventing various gadgets out of junk. When he stumbles on a method to make his clothes bulletproof, he decides to use his skills to be the lowest budgeted superhero of all.",2.057471,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-19,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Blankman,4.9,42.0,1994,0.0,"['Damon Wayans', 'David Alan Grier', 'Robin Givens']",Mike Binder
,15000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",15050,en,Two brilliant research scientists have invented a device capable of recording and playing back sensory experiences only to have devastating results when one of them records their own death.,9.974312,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-09-30,10219460.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...The Ultimate Experience,Brainstorm,6.3,65.0,1983,0.6812973333333333,"['Christopher Walken', 'Natalie Wood', 'Louise Fletcher']",Douglas Trumbull
,14000000.0,"[{'id': 18, 'name': 'Drama'}]",10423,en,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhod of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteroric rise to fame and an all too short reign as one the most charasmatic action heroes in cinema history.",5.079464,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Raffaella De Laurentiis Productions', 'id': 3410}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-07,63513743.0,120.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Mystery. The Life. The Love. The Legend,Dragon: The Bruce Lee Story,6.8,156.0,1993,4.536695928571429,"['Jason Scott Lee', 'Lauren Holly', 'Robert Wagner']",Rob Cohen
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11710,de,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",7.265781,"[{'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1974-11-01,0.0,109.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Enigma of Kaspar Hauser,7.5,79.0,1974,0.0,"['Bruno S.', 'Walter Ladengast', 'Brigitte Mira']",Werner Herzog
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",17691,en,Frank Sinatra plays a tough guy who hooks up with fellow rat packer Dean Martin to open a casino in this western.,1.999626,"[{'name': 'The Sam Company', 'id': 42033}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-12-25,0.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The far out story of the far west,4 for Texas,4.6,16.0,1963,0.0,"['Frank Sinatra', 'Dean Martin', 'Anita Ekberg']",Robert Aldrich
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",27378,de,"A small Bavarian village is renowned for its ""Ruby Glass"" glass blowing works. When the foreman of the works dies suddenly without revealing the secret of the Ruby Glass, the town slides into a deep depression, and the owner of the glassworks becomes obssessed with the lost secret.",1.779207,"[{'name': 'Werner Herzog Filmproduktion', 'id': 843}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1976-11-12,0.0,94.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Heart of Glass,6.5,19.0,1976,0.0,"['Josef Bierbichler', 'Stefan Güttler', 'Clemens Scheitz']",Werner Herzog
,0.0,"[{'id': 99, 'name': 'Documentary'}]",57976,en,"In 1966, Dieter Dengler was shot down over Laos, captured, and, down to 85 pounds, escaped. Barefoot, surviving monsoons, leeches, and machete-wielding villagers, he was rescued. Now, near 60, living on Mt. Tamalpais, Dengler tells his story: a German lad surviving Allied bombings in World War II, postwar poverty, apprenticed to a smith, beaten regularly. At 18, he emigrates and peels potatoes in the U.S. Air Force. He leaves for California and college, then enlistment in the Navy to learn to fly. A quiet man of sorrows tells his story: war, capture, harrowing conditions, escape, and miraculous rescue. Where did he find the strength; how does he now live with his memories?",1.014863,"[{'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'ZDF Enterprises', 'id': 5747}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-12-01,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In 1966, Dieter Dengler was shot down over Laos, captured, and, down to 85 pounds, escaped.",Little Dieter Needs to Fly,7.8,25.0,1997,0.0,"['Dieter Dengler', 'Werner Herzog', 'Eugene Deatrick']",Werner Herzog
,3500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",651,en,"One of the world's most acclaimed comedies, MASH focuses on three Korean War Army surgeons brilliantly brought to life by Donald Sutherland, Tom Skerritt and Elliott Gould. Though highly skilled and deeply dedicated, they adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospital, and in the process infuriate Army bureaucrats. Robert Duvall, Gary Burghoff and Sally Kellerman co-star as a sanctimonious Major, an other-worldly Corporal, and a self-righteous yet lusty nurse.",7.701349,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Aspen Productions (I)', 'id': 37667}, {'name': 'Ingo Preminger Productions', 'id': 79024}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1970-01-24,81600000.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,M*A*S*H Gives A D*A*M*N.,M*A*S*H,6.9,238.0,1970,23.314285714285717,"['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt']",Robert Altman
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",31955,en,"Based on a true story, Mrs. Soffel is set in Pittsburgh near the dawn of the 20th century.  Peter Soffel (Edward Herrmann) is the warden of a top security prison, and his wife Kate (Diane Keaton) often comes by to read the Bible aloud to the inmates, despite her fragile health.  While making her rounds, she makes the acquaintance of the Biddle Brothers, Ed (Mel Gibson) and Jack (Matthew Modine), who are sentenced to death for murder and robbery.  Ed has become something of a celebrity thanks to his letter-writing campaign, in which he appeals in the letter-to-the-editor columns of the popular press to stay the execution of his brother and himself.  His good looks, intelligence, and charm make a strong impression on Kate, whose marriage offers her little excitement.  In time, Kate finds herself falling in love with Ed, and she discovers that she's unexpectedly receptive to his suggestion that she help him escape.",1.893822,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-12-26,4385312.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A true story,Mrs. Soffel,6.3,10.0,1984,0.0,"['Diane Keaton', 'Mel Gibson', 'Matthew Modine']",Gillian Armstrong
,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",20620,en,"A secret organisation offers wealthy people a second chance at life. The customer picks out someone they want to be and the organisation surgically alters the customer to look like the intended person, stages the customer's death, gets rid of the intended person and the customer takes on a new life.",6.097929,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gibraltar Productions', 'id': 3809}, {'name': 'Joel Productions', 'id': 3810}, {'name': 'John Frankenheimer Productions Inc.', 'id': 3811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-10-05,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Seconds,7.1,70.0,1966,0.0,"['Rock Hudson', 'Salome Jens', 'John Randolph']",John Frankenheimer
,6000000.0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]",18647,en,"Running from the law after a bank robbery in Mexico, Dad Longworth finds an opportunity to take the stolen gold and leave his partner Rio to be captured. Years later, Rio escapes from the prison where he has been since, and hunts down Dad for revenge. Dad is now a respectable sheriff in California, and has been living in fear of Rio's return.",6.945886,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Pennebaker Productions', 'id': 10568}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1961-03-30,4300000.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,One-Eyed Jacks,6.2,45.0,1961,0.7166666666666667,"['Marlon Brando', 'Karl Malden', 'Katy Jurado']",Marlon Brando
,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11362,en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",10.765924,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'World 2000 Entertainment', 'id': 7692}, {'name': 'Count of Monte Cristo Ltd.', 'id': 7693}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-23,75395048.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare for adventure. Count on revenge.,The Count of Monte Cristo,7.3,463.0,2002,2.1541442285714285,"['Jim Caviezel', 'Guy Pearce', 'Richard Harris']",Kevin Reynolds
,32000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2637,en,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,8.50563,"[{'name': 'Lakeshore Entertainment', 'id': 126}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-25,55157539.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What do you see?,The Mothman Prophecies,6.1,307.0,2002,1.72367309375,"['Richard Gere', 'Laura Linney', 'Will Patton']",Mark Pellington
,11000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10229,en,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",8.054499,"[{'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Pandora Pictures', 'id': 5329}, {'name': 'Gaylord Films', 'id': 5367}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-25,41227069.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1057.0,2002,3.747915363636364,"['Mandy Moore', 'Shane West', 'Peter Coyote']",Adam Shankman
,344.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",50819,en,"The everyday struggles of people trying to bridge two cultures, as well as their attempt to find happiness in their new homeland. Tere (Cherrie Pie Picache), mid-forties and single, hosts a dinner for a friend visiting from Manila, Lorna. Invited are their New York City-based friends and former college classmates -- Mike (Christopher De Leon), a newspaper editor in his forties, Gerry (Ricky Davao), an advertising copywriter and closeted gay, and Marissa (Dina Bonnevie).",0.158651,"[{'name': 'ABS-CBN Film Productions', 'id': 4676}, {'name': 'Star Cinema Productions', 'id': 10417}, {'name': 'Unitel Classics', 'id': 10706}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'PH', 'name': 'Philippines'}]",2001-09-29,4.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tl', 'name': ''}]",Released,Sex is the appetizer. Love is the main course. Friendship is the dessert.,American Adobo,5.3,3.0,2001,0.0116279069767441,"['Cherry Pie Picache', 'Dina Bonnevie', 'Ricky Davao']",Laurice Guillen
,0.0,"[{'id': 18, 'name': 'Drama'}]",12659,zh,"A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age.",1.199804,"[{'name': 'Arc Light Films', 'id': 7475}, {'name': 'Pyramid Productions', 'id': 43412}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2001-02-17,0.0,113.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Beijing Bicycle,6.7,15.0,2001,0.0,"['Lin Cui', 'Zhou Xun', 'Gao Yuanyuan']",Wang Xiaoshuai
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",41870,en,"Set in empty junkyards of Winnipeg, Sabu works in a pornography store and we view him as he approaches the end of his quest to sleep with 2000 men (which is eased by the fact that he works at a porno store). For his final conquest, he desires someone special and has chosen the eccentric character Happy to be his 2000th lover. Throughout out all of this, the town in impending doom as a flood of biblical proportions approaches.",0.142296,[],[],2001-01-01,0.0,0.0,[],Released,,Hey Happy,3.4,4.0,2001,0.0,,Noam Gonick
,0.0,"[{'id': 18, 'name': 'Drama'}]",35650,fr,"Bibiane is the daughter of a well-known fashion designer who dabbles in modeling when she's not busy helping to run the family business with her brother. But Bibiane has not been especially happy in her work lately, owing in part to an unexpected pregnancy that led her to have an abortion. Bibiane tries drowning her sorrows in alcohol and drugs, and late one night, after several drinks too many, she hits a jaywalker while driving home. The pedestrian staggers away after the accident, and the next morning, Bibiane remembers what happened and is frightened at the prospect that she may have killed someone. When Bibiane reads a newspaper account the next day of a seafood delivery man who died in his kitchen after being struck by a hit-and-run driver, she's convinced she was responsible for the crime. Guiltily attending the man's funeral, Bibiane strikes up a conversation with his son, Evian, and soon the two have become romantically involved, with Bibiane unable to tell Evian her secret.",1.343844,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Max Films Productions', 'id': 7828}, {'name': 'Société de Développement des Entreprises Culturelles (SODEC)', 'id': 9116}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2000-09-08,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'no', 'name': 'Norsk'}]",Released,,Maelström,6.3,18.0,2000,0.0,"['Marie-Josée Croze', 'Jean-Nicolas Verreault', 'Stephanie Morgenstern']",Denis Villeneuve
,14500000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",9606,ja,"Duke Red has overseen the construction of a massive Ziggurat to extend his power across the whole planet. Tima, a robot-girl built in the image of his deceased daughter, is at the core of these plans. However, after escaping the Duke's clutches in a laboratory fire, she meets and befriends Kenichi, a boy who's traveled to Metropolis with his detective uncle in search of a scientist wanted for organ trafficking. Will her relationship with Kenichi, and the realization of the truth of her existence, change her destiny?",9.298092,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Destination Films', 'id': 769}, {'name': 'Toho Company', 'id': 882}, {'name': 'DENTSU Music And Entertainment', 'id': 2752}, {'name': 'Tezuka Production Company Ltd.', 'id': 3196}, {'name': 'Madhouse', 'id': 4288}, {'name': 'King Record Co.', 'id': 4673}, {'name': 'Kadokawa Shoten Publishing Co.', 'id': 9068}, {'name': 'Sony Pictures Television', 'id': 11073}, {'name': 'Studio 4°C', 'id': 11671}, {'name': 'Imagica Corp.', 'id': 44803}, {'name': 'Metropolis Project', 'id': 44804}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2001-05-26,95789342.0,108.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Welcome to Metropolis,Metropolis,6.8,99.0,2001,6.60616151724138,"['Yuka Imoto', 'Kei Kobayashi', 'Kouki Okada']",Rintaro
